periodo,inpc
2004/06/02,56.3649000282138
2004/07/01,56.4488249351959
2004/07/02,56.5104734779787
2004/08/01,56.7254662952484
2004/08/02,56.9306160678714
2004/09/01,57.2450754415642
2004/09/02,57.3507586577634
2004/10/01,57.6460499971453
2004/10/02,57.7434443336431
2004/11/01,58.1133355903427
2004/11/02,58.2609812600337
2004/12/01,58.3490506068671
2004/12/02,58.2656437548658
2005/01/01,58.3143409231151
2005/01/02,58.3039798234877
2005/02/01,58.4034463799109
2005/02/02,58.6034156027203
2005/03/01,58.7215321384729
2005/03/02,58.8127098151947
2005/04/01,58.8593347635179
2005/04/02,59.0940136700793
2005/05/01,58.8458653340022
2005/05/02,58.8101195402879
2005/06/01,58.7246404683612
2005/06/02,58.8189264749707
2005/07/01,58.9836679590473
2005/07/02,59.0204498627246
2005/08/01,59.0629303711972
2005/08/02,59.0810622955451
2005/09/01,59.2913926179818
2005/09/02,59.3266203567154
2005/10/01,59.4380021777097
2005/10/02,59.471157696518
2005/11/01,59.8690239222114
2005/11/02,59.8964808362236
2005/12/01,60.1451472272823
2005/12/02,60.3549594947375
2006/01/01,60.5476759478079
2006/01/02,60.6595758237845
2006/02/01,60.702056332257
2006/02/02,60.6906591226666
2006/03/01,60.7155257617728
2006/03/02,60.829497857674
2006/04/01,60.845039507115104
2006/04/02,60.8776769709418
2006/05/01,60.579795356653
2006/05/02,60.6015536658708
2006/06/01,60.6461063942687
2006/06/02,60.6404077894735
2006/07/01,60.7771743045556
2006/07/02,60.8414131222459
2006/08/01,61.0216962557628
2006/08/02,61.2175210387215
2006/09/01,61.5848220205143
2006/09/02,61.8884022395975
2006/10/01,62.0629867683199
2006/10/02,61.9505688373625
2006/11/01,62.2676184859614
2006/11/02,62.3966141763237
2006/12/01,62.6375097426611
2006/12/02,62.7473373987116
2007/01/01,62.9545593912607
2007/01/02,63.077856476827
2007/02/01,63.1669619336228
2007/02/02,63.218249376779
2007/03/01,63.2695368199343
2007/03/02,63.3892075206315
2007/04/01,63.2565854454001
2007/04/02,63.3260048129042
2007/05/01,63.0017023945655
2007/05/02,62.9633663259436
2007/06/01,63.0151718240812
2007/06/02,63.1016870059702
2007/07/01,63.2565854454001
2007/07/02,63.3954241804075
2007/08/01,63.5249379257505
2007/08/02,63.6435725164846
2007/09/01,64.0398845772342
2007/09/02,64.1155206045142
2007/10/01,64.3201523221558
2007/10/02,64.334139806653
2007/11/01,64.74806573676901
2007/11/02,64.8143767743847
2007/12/01,64.9418182998024
2007/12/02,65.1568111170713
2008/01/01,65.3350220306629
2008/01/02,65.3661053295458
2008/02/01,65.4484760715833
2008/02/02,65.6411925246537
2008/03/01,65.9546157883835
2008/03/02,66.084647588708
2008/04/01,66.1235017123107
2008/04/02,66.2167516089579
2008/05/01,66.0416490252539
2008/05/02,66.1556211211559
2008/06/01,66.3441931343748
2008/06/02,66.4006611273446
2008/07/01,66.6550261231978
2008/07/02,66.8296106519202
2008/08/01,67.0357965345063
2008/08/02,67.2197060528931
2008/09/01,67.5139612823119
2008/09/02,67.6559083472084
2008/10/01,67.98539131536
2008/10/02,68.1050620160571
2008/11/01,68.7479682479393
2008/11/02,68.889915312835
2008/12/01,69.2028205215833
2008/12/02,69.3882842049147
2009/01/01,69.4918952011892
2009/01/02,69.4204036137598
2009/02/01,69.5390382044939
2009/02/02,69.6799491594266
2009/03/01,69.8954600316778
2009/03/02,70.124440333444
2009/04/01,70.2244249448487
2009/04/02,70.2855554326507
2009/05/01,70.0446598663126
2009/05/02,70.0565751308838
2009/06/01,70.150861137494
2009/06/02,70.2078471854446
2009/07/01,70.348758140378
2009/07/02,70.3917567038313
2009/08/01,70.4694649510375
2009/08/02,70.6083036860448
2009/09/01,70.8864992110411
2009/09/02,70.8989325305945
2009/10/01,71.1444905917648
2009/10/02,71.0698906744471
2009/11/01,71.4434083160158
2009/11/02,71.50920129865
2009/12/01,71.6910385971114
2009/12/02,71.8521536963181
2010/01/01,72.3898947669819
2010/01/02,72.7141971853206
2010/02/01,72.846819260552
2010/02/02,73.096521761573
2010/03/01,73.4306672245575
2010/03/02,73.5487837603101
2010/04/01,73.3223937334508
2010/04/02,73.1887355482571
2010/05/01,72.7950137624144
2010/05/02,72.7924234875075
2010/06/01,72.7608221336439
2010/06/02,72.7815443328986
2010/07/01,72.8892997690238
2010/07/02,72.9695982911368
2010/08/01,73.084606497001
2010/08/02,73.1783744486297
2010/09/01,73.4731477330301
2010/09/02,73.5570726400122
2010/10/01,73.9119403022515
2010/10/02,74.0259123981534
2010/11/01,74.5304979500098
2010/11/02,74.5931826027556
2010/12/01,74.7372018875766
2010/12/02,75.1247070136427
2011/01/01,75.2554240038464
2011/01/02,75.3365586874211
2011/02/01,75.4913155838692
2011/02/02,75.6656049041409
2011/03/01,75.7024160105776
2011/03/02,75.7437345994351
2011/04/01,75.6753711160526
2011/04/02,75.7602620349781
2011/05/01,75.1923192499549
2011/05/02,75.1254582607128
2011/06/01,75.0841396718553
2011/06/02,75.2261253681111
2011/07/01,75.4635194422742
2011/07/02,75.5694452791634
2011/08/01,75.6340525271951
2011/08/02,75.6370575154757
2011/09/01,75.7970731414147
2011/09/02,75.8444017068333
2011/10/01,76.3094236432478
2011/10/02,76.3567522086664
2011/11/01,77.0944768315403
2011/11/02,77.2221888334635
2011/12/01,77.6128373099345
2011/12/02,77.9719334094597
2012/01/01,78.2198449426047
2012/01/02,78.4662539816095
2012/02/01,78.5203437706593
2012/02/02,78.4835326642226
2012/03/01,78.5210950177294
2012/03/02,78.5729310655688
2012/04/01,78.2453873429894
2012/04/02,78.3558206622994
2012/05/01,77.9816996213715
2012/05/02,78.1259390588377
2012/06/01,78.3145020734419
2012/06/02,78.5128312999579
2012/07/01,78.8185888575035
2012/07/02,78.8892060820963
2012/08/01,78.9966344131258
2012/08/02,79.1844461806599
2012/09/01,79.3820241601058
2012/09/02,79.4962137147665
2012/10/01,79.8538073201514
2012/10/02,79.8275136726967
2012/11/01,80.457058717471
2012/11/02,80.3090630446541
2012/12/01,80.5291784362041
2012/12/02,80.6073081314983
2013/01/01,80.7312638980708
2013/01/02,81.0535488911593
2013/02/01,81.2466193881844
2013/02/02,81.3360177895306
2013/03/01,81.7597211370876
2013/03/02,82.0151451409339
2013/04/01,81.93851793978
2013/04/02,81.9445279163411
2013/05/01,81.6613077708997
2013/05/02,81.6763327123024
2013/06/01,81.6380191117255
2013/06/02,81.5997055111485
2013/07/01,81.5997055111485
2013/07/02,81.5839293226756
2013/08/01,81.7965322435243
2013/08/02,81.8521245267143
2013/09/01,82.1285834485245
2013/09/02,82.1368471662961
2013/10/01,82.4666446300859
2013/10/02,82.5793316906064
2013/11/01,83.2817477011839
2013/11/02,83.3020313720777
2013/12/01,83.6378388124286
2013/12/02,83.9030290281868
2014/01/01,84.4702205661398
2014/01/02,84.5678826852575
2014/02/01,84.6685497926558
2014/02/02,84.7970130416491
2014/03/01,84.9435062203257
2014/03/02,84.9863273033235
2014/04/01,84.8285654185949
2014/04/02,84.7857443355971
2014/05/01,84.4732255544203
2014/05/02,84.5986838151331
2014/06/01,84.6670472985155
2014/06/02,84.697097181321
2014/07/01,84.8646252779614
2014/07/02,84.9652923853597
2014/08/01,85.1260592583689
2014/08/02,85.3131197788329
2014/09/01,85.5895787006431
2014/09/02,85.6031011479055
2014/10/01,86.0290582366729
2014/10/02,86.1101929202476
2014/11/01,86.7449966945129
2014/11/02,86.7833102950898
2014/12/01,87.1431576416852
2014/12/02,87.235561031312
2015/01/01,87.0725404170924
2015/01/02,87.1469138770359
2015/02/01,87.2385660195925
2015/02/02,87.3114369853957
2015/03/01,87.4684476230543
2015/03/02,87.7922351102831
2015/04/01,87.3963279043212
2015/04/02,87.412104092794
2015/05/01,86.9485846505199
2015/05/02,86.9853957569565
2015/06/01,87.1003365586874
2015/06/02,87.1251277120019
2015/07/01,87.2070136426468
2015/07/02,87.2753771260292
2015/08/01,87.3760442334275
2015/08/02,87.4737063525452
2015/09/01,87.7539215097061
2015/09/02,87.7509165214256
2015/10/01,88.1565899392992
2015/10/02,88.2519983172066
2015/11/01,88.7117615241301
2015/11/02,88.6599254762906
2015/12/01,88.8883045856121
2015/12/02,89.2045796021395
2016/01/01,89.2286195083839
2016/01/02,89.5441432778412
2016/02/01,89.7995672816876
2016/02/02,89.7552437045495
2016/03/01,89.8416371176152
2016/03/02,89.9776128373099
2016/04/01,89.6673477973436
2016/04/02,89.5839593725584
2016/05/01,89.1504898130897
2016/05/02,89.2999879800469
2016/06/01,89.3202716509406
2016/06/02,89.3277841216419
2016/07/01,89.5756956547869
2016/07/02,89.5388845483503
2016/08/01,89.8198509525813
2016/08/02,89.7988160346175
2016/09/01,90.2818679007152
2016/09/02,90.4336198088827
2016/10/01,90.8798605685438
2016/10/02,90.9324478634533
2016/11/01,91.6341126269608
2016/11/02,91.5995552617345
2016/12/01,91.9804375262936
2016/12/02,92.0983833163051
2017/01/01,93.4919466314081
2017/01/02,93.7158182583088
2017/02/01,94.0283370394855
2017/02/02,94.26122363122781
2017/03/01,94.5917723420879
2017/03/02,94.8524550754252
2017/04/01,94.7097181320993
2017/04/02,94.9681471242262
2017/05/01,94.647364625278
2017/05/02,94.8036240158663
2017/06/01,94.9471122062624
2017/06/02,94.9794158302783
2017/07/01,95.2032874571789
2017/07/02,95.4429352725524
2017/08/01,95.7374241240459
2017/08/02,95.8493599374962
2017/09/01,96.1761524130056
2017/09/02,96.0101268105054
2017/10/01,96.6043632429834
2017/10/02,96.7914237634473
2017/11/01,97.6771440591382
2017/11/02,97.7124526714346
2017/12/01,98.1376585131318
2017/12/02,98.4081074583809
2018/01/01,98.6424965442635
2018/01/02,98.9475028547389
2018/02/01,99.1503395636757
2018/02/02,99.1931606466735
2018/03/01,99.4853957569565
2018/03/02,99.4981669571489
2018/04/01,99.1540957990264
2018/04/02,99.1563495402368
2018/05/01,98.8678706653044
2018/05/02,99.1210409279404
2018/06/01,99.2540116593545
2018/06/02,99.498918204219
2018/07/01,99.8189494560971
2018/07/02,100.0
2018/08/01,100.343
2018/08/02,100.641
2018/09/01,100.865
2018/09/02,100.97
2018/10/01,101.372
2018/10/02,101.509
2018/11/01,102.132
2018/11/02,102.473
2018/12/01,103.049
2018/12/02,102.992
2019/01/01,103.105
2019/01/02,103.112
2019/02/01,103.009
2019/02/02,103.15
2019/03/01,103.415
2019/03/02,103.537
2019/04/01,103.501
2019/04/02,103.562
2019/05/01,103.25
2019/05/02,103.216
2019/06/01,103.225
2019/06/02,103.373
2019/07/01,103.654
2019/07/02,103.72
2019/08/01,103.642
2019/08/02,103.697
2019/09/01,103.877
2019/09/02,104.007
2019/10/01,104.42
2019/10/02,104.587
2019/11/01,105.299
2019/11/02,105.393
2019/12/01,105.763
2019/12/02,106.105
2020/01/01,106.388
2020/01/02,106.506
2020/02/01,106.636
2020/02/02,107.141
2020/03/01,107.254
2020/03/02,106.422
2020/04/01,105.655
2020/04/02,105.854
2020/05/01,106.167
2020/05/02,106.158
2020/06/01,106.495
2020/06/02,106.991
2020/07/01,107.371
2020/07/02,107.517
2020/08/01,107.777
2020/08/02,107.956
2020/09/01,108.132
2020/09/02,108.097
2020/10/01,108.686
2020/10/02,108.862
2020/11/01,108.91
2020/11/02,108.801
2020/12/01,109.168
2020/12/02,109.374
2021/01/01,109.936
2021/01/02,110.484
2021/02/01,110.736
2021/02/02,111.079
2021/03/01,111.668
2021/03/02,111.981
2021/04/01,112.052
2021/04/02,112.328
2021/05/01,112.321
2021/05/02,112.517
2021/06/01,112.903
2021/06/02,113.132
2021/07/01,113.547
2021/07/02,113.818
2021/08/01,113.794
2021/08/02,114.003
2021/09/01,114.482
2021/09/02,114.72
2021/10/01,115.34
2021/10/02,115.781
2021/11/01,116.584
2021/11/02,117.184
2021/12/01,117.301
2021/12/02,117.314
2022/01/01,117.77
2022/01/02,118.234
2022/02/01,118.733
2022/02/02,119.229
2022/03/01,119.805
2022/03/02,120.513
2022/04/01,120.703
2022/04/02,120.916
2022/05/01,120.838
2022/05/02,121.206
2022/06/01,121.804
2022/06/02,122.285
2022/07/01,122.809
2022/07/02,123.088
2022/08/01,123.602999999999
